SIMGD6824H,GD,0.2490,0.7510
SIMGD6825H,GD,0.1840,0.8160
SIMGD6826H,GD,0.1690,0.8310
SIMGD6827H,GD,0.2040,0.7960
SIMGD6828H,GD,0.1480,0.8520
SIMGD6829H,GD,0.1750,0.8250
SIMGD6831H,GD,0.1920,0.8080
SIMGD6833H,GD,0.1220,0.8780
SIMGD6840H,GD,0.1560,0.8440
SIMGD6841H,GD,0.1690,0.8310
SIMGD6844H,GD,0.1450,0.8550
SIMGD6846H,GD,0.1410,0.8590
SIMGD6847H,GD,0.2000,0.8000
SIMGD6848H,GD,0.1270,0.8730
SIMGD6851H,GD,0.2190,0.7810
SIMGS6764H,GS,0.1730,0.8270
SIMGS6765H,GS,0.1620,0.8380
SIMGS6767H,GS,0.1820,0.8180
SIMGS6768H,GS,0.1600,0.8400
SIMGS6769H,GS,0.1940,0.8060
SIMGS6771H,GS,0.1730,0.8270
SIMGS6773H,GS,0.1860,0.8140
SIMGS6775H,GS,0.1920,0.8080
SIMGS6776H,GS,0.1880,0.8120
SIMGS6778H,GS,0.1570,0.8430
SIMGS6780H,GS,0.1600,0.8400
SIMGS6784H,GS,0.1630,0.8370
SIMGS6785H,GS,0.1950,0.8050
SIMGS6788H,GS,0.1470,0.8530
SIMGS6789H,GS,0.1570,0.8430
SIMGS6790H,GS,0.1630,0.8370
SIMJD6884H,JD,0.1610,0.8390
SIMJD6886H,JD,0.1530,0.8470
SIMJD6887H,JD,0.1720,0.8280
SIMJD6888H,JD,0.1920,0.8080
SIMJD6894H,JD,0.1750,0.8250
SIMJD6895H,JD,0.1620,0.8380
SIMJD6896H,JD,0.1510,0.8490
SIMJD6897H,JD,0.1960,0.8040
SIMJD6898H,JD,0.1490,0.8510
SIMJD6899H,JD,0.1640,0.8360
SIMJD6905H,JD,0.1800,0.8200
SIMJD6906H,JD,0.1640,0.8360
SIMJD6907H,JD,0.1800,0.8200
SIMJD6908H,JD,0.1630,0.8370
SIMJD6913H,JD,0.2020,0.7980
SIMJS6704H,JS,0.1680,0.8320
SIMJS6706H,JS,0.1770,0.8230
SIMJS6707H,JS,0.1820,0.8180
SIMJS6709H,JS,0.1980,0.8020
SIMJS6711H,JS,0.2060,0.7940
SIMJS6713H,JS,0.1750,0.8250
SIMJS6715H,JS,0.2030,0.7970
SIMJS6716H,JS,0.1870,0.8130
SIMJS6717H,JS,0.1790,0.8210
SIMJS6718H,JS,0.1680,0.8320
SIMJS6725H,JS,0.2130,0.7870
SIMJS6726H,JS,0.1640,0.8360
SIMJS6727H,JS,0.1830,0.8170
SIMJS6728H,JS,0.1810,0.8190
SIMPD7015H,PD,0.1330,0.8670
SIMPD7016H,PD,0.1670,0.8330
SIMPD7018H,PD,0.1380,0.8620
SIMPD7019H,PD,0.1830,0.8170
SIMPD7021H,PD,0.1950,0.8050
SIMPD7022H,PD,0.1660,0.8340
SIMPD7023H,PD,0.1980,0.8020
SIMPD7024H,PD,0.1990,0.8010
SIMPD7025H,PD,0.1570,0.8430
SIMPD7027H,PD,0.1400,0.8600
SIMPD7035H,PD,0.1780,0.8220
SIMPD7036H,PD,0.1630,0.8370
SIMPD7037H,PD,0.1780,0.8220
SIMPD7040H,PD,0.1680,0.8320
SIMPD7041H,PD,0.2010,0.7990
SIMPS6633H,PS,0.1850,0.8150
SIMPS6634H,PS,0.1680,0.8320
SIMPS6635H,PS,0.2200,0.7800
SIMPS6638H,PS,0.1760,0.8240
SIMPS6639H,PS,0.1750,0.8250
SIMPS6641H,PS,0.1840,0.8160
SIMPS6642H,PS,0.2060,0.7940
SIMPS6643H,PS,0.1850,0.8150
SIMPS6644H,PS,0.1860,0.8140
SIMPS6645H,PS,0.1690,0.8310
SIMPS6646H,PS,0.1650,0.8350
SIMPS6652H,PS,0.1700,0.8300
SIMPS6654H,PS,0.1310,0.8690
SIMPS6657H,PS,0.1910,0.8090
SIMPS6658H,PS,0.1680,0.8320
SIMPS6661H,PS,0.1540,0.8460
SIMWD6945H,WD,0.1620,0.8380
SIMWD6947H,WD,0.1720,0.8280
SIMWD6948H,WD,0.1440,0.8560
SIMWD6954H,WD,0.1920,0.8080
SIMWD6955H,WD,0.1410,0.8590
SIMWD6956H,WD,0.1710,0.8290
SIMWD6957H,WD,0.1920,0.8080
SIMWD6958H,WD,0.1680,0.8320
SIMWD6959H,WD,0.1940,0.8060
SIMWD6962H,WD,0.1860,0.8140
SIMWD6967H,WD,0.1540,0.8460
SIMWD6968H,WD,0.1940,0.8060
SIMWD6969H,WD,0.1500,0.8500
SIMWD6972H,WD,0.1690,0.8310
